,sent,label
13178,とても古いレコードを倉庫から見つけて聞いてみるとクリアな音だった,0
13179,友人の誕生日に空のプレゼント箱を贈った,1
13180,友人の誕生日に素敵なものが入ったプレゼント箱を贈った,0
13181,冷えたビールを飲んでいたのでおつまみが欲しいと思ったが冷蔵庫が空っぽだった,0
13182,冷えたビールを飲んでいたのでおつまみが欲しいと思ったら妻が作ってくれた,0
13183,畳がかなり痛んでいたので燃やして処分することにした,1
13184,畳がかなり痛んでいたので新しいものと交換することにした,0
13185,交通事故を起こしてしまったのでその場から逃げた,1
13186,交通事故を起こしてしまったので警察に通報した,0
13187,口の中が気持ち悪かったので水でゆすいだ,0
13188,口の中が気持ち悪かったので歯磨きをした,0
13189,観光地が絶景だったのでインスタントカメラに保存した,0
13190,観光地が絶景だったので一眼レフカメラに保存した,0
13191,鼻毛が伸びていたのでライターで炙って燃やした,1
13192,鼻毛が伸びていたのでハサミでカットした,0
13193,体が冷え切っていて温まりたかったので水風呂に入った,1
13194,体が冷え切っていて温まりたかったので温泉に入った,0
13195,耳の中が汚れていたので水道水を入れて洗った,1
13196,耳の中が汚れていたので綿棒を使って掃除をした,0
13197,ワイシャツにかなりシワができていたので引っ張って伸ばした,0
13198,ワイシャツにかなりシワができていたのでアイロンをかけた,0
13199,隣の家が火事になっていたので燃えるのを見ていた,0
13200,隣の家が火事になっていたので消防署に通報した,0
13201,真冬で雪が積もっている中パンツ1枚で息子外に出した,1
13202,真冬で雪が積もっている中温かいコートを着せて息子を外に出した,0
13203,寂しそうに1人で遠足に出かけた,0
13204,賑やかに大勢で遠足に出かけた,0
13205,大勢で意見を言い合っていたのに1人沈黙していた,0
13206,大勢で意見を言い合っていたので参加した,0
13207,薄っぺらくて風通しの良いダウンジャケットを彼氏にあげた,1
13208,分厚くて風を通さないダウンジャケットを彼氏にあげた,0
13209,自国の領土にミサイルが打ち込まれたので撃ち返した,0
13210,自国の領土にミサイルが打ち込まれたので抗議をした,0
13211,使って余った食材を使わないのでゴミ箱に捨てた,1
13212,使って余った食材を使わないので冷蔵庫に保管した,0
13213,お金がない友人からお金を取り上げた,1
13214,お金がない友人にお金を貸した,0
13215,リビングでお酒を飲んでいた主人にお菓子を差し出した,0
13216,リビングでお酒を飲んでいた主人に手作りのおつまみを出した,0
13217,少し味が薄いと言ってきたのでそのまま食べるように言った,0
13218,少し味が薄いと言ってきたので調味料を差し出した,0
13219,とても悪いことをしたので最高に微笑んで謝罪をした,1
13220,とても悪いことをしたので最高に反省して謝罪をした,0
13221,毒のついた弓矢で大事な親友を撃った,1
13222,柔らかいおもちゃの弓矢で大事な親友を撃った,0
13223,友人が人気の映画を見たいと言っていたが1人で見に行った,0
13224,友人が人気の映画を見たいと言っていたので一緒に見に行った,0
13225,汗でべとべとの状態で人の体に触った,1
13226,アルコール消毒をしてきれいな手で人の体に触った,0
13227,野良犬がいたので保健所に通報した,0
13228,野良犬がいたので自宅に連れて帰って飼うことにした,0
13229,畑にたくさんのジャガイモができていたので無断で持ち帰った,1
13230,畑にたくさんのジャガイモができていたので収穫を手伝っておすそ分けをいただいた,0
13231,お風呂掃除をしている母親の体に水をかけた,1
13232,お風呂掃除をしている母親を手伝った,0
13233,重そうな荷物を持っているおばあさんをじっと眺めていた,0
13234,重そうな荷物を持っているおばあさんの荷物を持ってあげた,0
13235,ソファーでくつろいでいる主人にクッションを投げつけた,1
13236,ソファーでくつろいでいる主人に肩たたきをしてあげた,0
13237,赤ちゃんの夜泣きがうるさいので口元に濡れタオルを置いた,1
13238,赤ちゃんの夜泣きがうるさいのでおしゃぶりを与えた,0
13239,大事な愛犬が喉が渇いていたので炭酸ジュースを飲ませた,1
13240,大事な愛犬が喉が渇いていたのでミルクを飲ませた,0
13241,台風で旗がかなり揺れていたので見て楽しんだ,1
13242,台風で旗がかなり揺れていたので片付けた,0
13243,雪が降って路面が凍結していたのでボロボロのタイヤに履き替えた,1
13244,雪が降って路面が凍結していたのでスタッドレスタイヤに履き替えた,0
13245,運転中に救急車がサイレンを鳴らしてこちらに来たので急いで運転をした,1
13246,運転中に救急車がサイレンを鳴らしてこちらに来たので路肩で停止した,0
13247,車の中で友人からの電話が鳴ったので運転しながら話した,1
13248,車の中で友人からの電話が鳴ったので車を止めて話した,0
13249,夜中まで試験勉強をがんばっている息子のコーヒーに睡眠薬を入れた,1
13250,夜中まで試験勉強をがんばっている息子に夜食を持っていった,0
13251,残業で疲れている後輩を見てそのまま帰宅した,1
13252,残業で疲れている後輩を見て手伝った,0
13253,演技の練習をしている女優にセンスがないといった,0
13254,演技の練習をしている女優に指導をした,0
13255,廊下がとても汚れていたので軽く拭いた,0
13256,廊下がとても汚れていたので丁寧に拭いた,0
13257,晩御飯の献立に冷蔵庫のあまり物を全て使った,0
13258,晩御飯の献立にスーパーのおいしい食材を使った,0
13259,親戚のお葬式で遺影をみて笑った,1
13260,親戚のお葬式で遺影を見て悲しんだ,0
13261,街で募金をお願いしてきた人を見て無視をした,1
13262,街で募金をお願いしてきた人を見て財布からお金を取り出した,0
13263,高速道路が通行止めだったけど無理矢理侵入した,1
13264,高速道路が通行止めだったので一般道路に迂回した,0
13265,息子が外で遊んで服を汚してきたので叱った,1
13266,息子が外で遊んで服を汚してきたので洗濯をしてあげた,0
13267,とても人気の車が欲しいと言うので中古車を買ってあげた,0
13268,とても人気の車が欲しいと言うので新車を買ってあげた,0
13269,辛いものが苦手な人に激辛カレーを食べさせた,1
13270,辛いものが苦手な人に甘口カレーを食べさせた,0
13271,花屋さんにきれいな花が展示されていたのでむしって遊んだ,1
13272,花屋さんにきれいな花が展示されていたので眺めて鑑賞した,0
13273,お惣菜屋さんに半額引きのお弁当があったので息子の食事に買って帰った,0
13274,お惣菜屋さんに出来立てのお弁当があったので息子の食事に買って帰った,0
13275,待ち合わせの時間になっても友人が来ないので怒って帰った,0
13276,待ち合わせの時間になっても友人が来ないのでもう少し待った,0
13277,かなり熱い出来立ての肉まんがあったのでそのまま息子の口に入れた,1
13278,かなり熱い出来立ての肉まんがあったので冷まして息子の口に入れた,0
13279,揚げたての天ぷらに天つゆをつけてお客様に出した,0
13280,油の回った天ぷらに天つゆをつけてお客様に出した,0
13281,踏切で音が鳴り遮断機が降りたのでそのまま渡った,1
13282,踏切で音が鳴り遮断機が降りたので電車が通り過ぎるのを待った,0
13283,わさびが苦手な人にサビ入りのお寿司を食べさせてあげた,1
13284,わさびが苦手な人にサビ抜きのお寿司を食べさせてあげた,0
13285,田舎道を走っていたら景色が良かったので運転しながら動画を撮った,1
13286,田舎道を走っていたら景色が良かったので運転しながら眺めた,0
13287,実家に余っている土地があったので安いプレハブ小屋を建てた,0
13288,実家に余っている土地があったので豪華な一軒家を建てた,0
13289,タワーマンション建設反対の運動をしていたので排除した,0
13290,タワーマンション建設反対の運動をしていたので一緒に参加した,0
13291,デパートの駐車場が混雑するのはわかっていたが車で行った,0
13292,デパートの駐車場が混雑するのが分かっていたので電車で行った,0
13293,お客様に出すお茶を注ぐのに使いかけのコップを使った,1
13294,お客様に出すお茶を注ぐのに新しいコップを使った,0
13295,できたばかりのお好み焼きを彼女の口の中に入れた,1
13296,できたばかりのお好み焼きを冷まして彼女の口に入れた,0
13297,みんなで焼肉をした後に食材が余ったので廃棄した,1
13298,みんなで焼肉をした後に食材が余ったので冷蔵庫に保管した,0
13299,ラーメンを食べようとしている知人にわさびをかけるようお勧めした,1
13300,ラーメンを食べようとしている知人にコショウをかけるようお勧めした,0
13301,風邪をひいている息子が寝ていたので毛布を取り上げた,1
13302,風邪をひいている息子が寝ていたので毛布をかけた,0
13303,寒い日に娘にきんきんに冷えたドリンクを飲ませた,1
13304,寒い日に娘にとても温かいドリンクを飲ませた,0
13305,他人の畑の野菜を全部収穫して売りさばいた,1
13306,自分の畑の野菜を全部収穫して売りさばいた,0
13307,太っている人にもっといっぱい食べるようにお勧めした,0
13308,太っている人に食事制限をするようにお勧めした,0
13309,通勤ラッシュで電車がいっぱいだったが無理矢理乗り込んだ,1
13310,通勤ラッシュで電車がいっぱいだったので1本遅らせて乗った,0
13311,映画館で感動のシーンを見ながら大声で笑った,1
13312,映画館で感動のシーンを見ながら大声で泣いた,1
13313,エレベーターが定員オーバーでブザーが鳴っていたのに無理矢理乗り込んだ,1
13314,エレベーターが定員オーバーでブザーが鳴っていたので待った,0
13315,とても高級で温かいダウンジャケットを彼女のプレゼントに贈った,0
13316,とても質素で薄いダウンジャケットを彼女のプレゼントに贈った,1
13317,息子がテレビを見てダラダラしていたので棒で叩いた,1
13318,息子がテレビを見てダラダラしていたのでお菓子を持っていってあげた,0
13319,苦手な食材がある友人と鍋をしたが苦手な食材を入れた,1
13320,苦手な食材がある友人と鍋をしたので苦手ではない食材を入れた,0
13321,美容院で髪を短く切ってくださいと言われたので坊主にした,1
13322,美容院で髪を短く切ってくださいと言われたのでおしゃれな髪型にした,0
13323,トイレに行って手を洗った後に濡れた手をその場で振った,0
13324,トイレに行って手を洗った後にハンカチで手を拭いた,0
13325,子供の顔が汚れていたので紙やすりで拭いてあげた,1
13326,子供の顔が汚れていたのでタオルで拭いてあげた,0
13327,レンジで温めたカレーを食べようとしたら中が冷たかった,0
13328,レンジで温めたカレーを食べようとしたら中までしっかり温まっていた,0
13329,インスタントコーヒーに水を注いでお客様に出した,1
13330,インスタントコーヒーにお湯を注いでお客様に出した,0
13331,体中が痛くて疲れていたので湿布を貼ってごまかした,0
13332,体中が痛くて疲れていたのでマッサージに行った,0
13333,しわだらけのワイシャツを着せて主人を仕事にいかせた,1
13334,アイロンをかけたワイシャツを着せて主人を仕事にいかせた,0
13335,ピッチャーが直球をバッターをめがけて投げた,1
13336,ピッチャーが直球をキャッチャーをめがけて投げた,0
13337,自動車の運転が苦手な人に無理矢理運転させた,1
13338,自動車の運転が苦手な人を助手席に乗せた,0
13339,子供がカレーライスを食べたいと言うのでシチューを作った,1
13340,子供がカレーライスを食べたいと言うのでビーフカレーを作った,0
13341,マラソン大会に出場する息子に泥水の入った水筒持たせた,1
13342,マラソン大会に出場する息子にスポーツドリンクの入った水筒を持たせた,0
13343,お昼ご飯が食べたいと言ってきた息子にお菓子を食べさせた,1
13344,お昼ご飯が食べたいと言ってきた息子にカツ丼を食べさせた,0
13345,ビールと枝豆を注文してきたのでぬるいビールと枝豆を出した,1
13346,ビールと枝豆を注文してきたので冷えたビールと枝豆を出した,0
13347,新しく買った商品の説明書を見ていた息子を見て見ぬふりをした,0
13348,新しく買った商品の説明書を見ていた息子を見て一緒に手伝った,0
13349,知人のお通夜の静かな会場で大声を出して騒いだ,1
13350,知人のお通夜の静かな会場で静かにしていた,0
13351,腐りかけた食べ物があったので子供に食べさせてみた,1
13352,腐りかけた食べ物があったので自分で食べて確かめた,0
13353,お酒が苦手な人に宴会で無理矢理お酒を勧めた,1
13354,お酒が苦手な人に宴会でソフトドリンクを勧めた,0
13355,好きな人の下駄箱の靴の中に画鋲を入れた,1
13356,好きな人の下駄箱の靴の中にラブレターを入れた,0
13357,壊れて動かなくなったバイクを修理するために釘とトンカチを用意した,1
13358,壊れて動かなくなったバイクを修理するために部品と工具を用意した,0
13359,コンビニで商品を買った後お釣りが出たので財布にしまった,0
13360,コンビニで商品を買った後お釣りが出たので募金箱に入れた,0
13361,バスの中で電話が鳴ったのでその場で出て話をした,1
13362,バスの中で電話が鳴ったので電源をオフにした,0
13363,ものすごいスピードで走ってくる車がいたので娘を渡らせた,1
13364,ものすごいスピードで走ってくる車がいたので娘を静止させた,0
13365,中学生からお金を持ってないか聞かれていた小学生を見て一緒に聞いた,1
13366,中学生からお金を持ってないか聞かれていた小学生を見て助けてあげた,0
13367,他人の家に勝手に入っている人がいたので一緒に入った,1
13368,他人の家に勝手に入っている人がいたので注意をした,0
13369,強い風で飛ばされそうになっていた屋根を見て放置した,1
13370,強い風で飛ばされそうになっていた屋根を見て修理した,0
13371,言うことを聞かない息子を押し入れに閉じ込めた,1
13372,言うことを聞かない息子を言うことを聞くようにしつけをした,0
13373,一緒に焼肉を食べていた友人のお皿に焦げたお肉を入れた,1
13374,一緒に焼肉を食べていた友人のお皿に焼きたてのお肉を入れた,0
13375,雨でずぶ濡れになっていた息子を冷蔵庫に入れた,1
13376,雨でずぶ濡れになっていた息子をお風呂に入れた,0
13377,急病で倒れている人を発見したのでずっと見た,1
13378,急病で倒れている人を発見したので救急車を呼んだ,0
13379,初めてスノボを滑る友人を上級者コースに連れて行った,1
13380,初めてスノボを滑る友人を初心者コースに連れて行った,0
13381,柿の木にたくさん実がなっていたので猿にぶつけた,1
13382,柿の木にたくさん実がなっていたので猿にあげた,0
13383,水泳を練習したいと言う子供にスキーセットをプレゼントした,1
13384,水泳を練習したいと言う子供に水泳パンツをプレゼントした,0
13385,大掃除でゴミがたくさん出たのでガソリンで火をつけて燃やした,1
13386,大掃除でゴミがたくさん出たのでゴミ収集車を呼んだ,0
13387,台風の被害を受けてボロボロになった家があったので中を探検した,1
13388,台風の被害を受けてボロボロになった家があったので近づかないようにした,0
13389,注射が嫌いな子供がいたので腕を無理矢理つかんで注射した,1
13390,注射が嫌いな子供がいたので意識をこっちに向かせて注射した,0
13391,みんなで食べるカレーの隠し味に生ごみを入れた,1
13392,みんなで食べるカレーの隠し味に牛乳を入れた,0
13393,実家のドアが開きにくかったので無理矢理開けて壊した,1
13394,実家のドアが開きにくかったのでオイルを塗って開けた,0
13395,ニコニコしながら会社の上司に謝罪した,1
13396,まずそうな顔をしながら会社の上司に謝罪した,1
13397,授業中に寝ている生徒がいたので顔にチョークを投げた,1
13398,授業中に寝ている生徒がいたので優しく起こしてあげた,0
13399,コンソメスープの中に美味しくなると思いショートケーキを入れた,1
13400,コンソメスープの中に美味しくなると思いチキンを入れた,0
13401,部屋でゆっくりしていたらゴキブリが出たのでとって主人の口に入れた,1
13402,部屋でゆっくりしていたらゴキブリが出たのでとって外に逃した,0
13403,紅茶が一味足りないと思い焼肉のタレを入れた,1
13404,紅茶が一味足りないと思いレモンを入れた,0
13405,部屋に泥棒が侵入したので袋叩きにした,0
13406,部屋に泥棒が侵入したので捕まえて警察に通報した,0
13407,母親のお葬式で全裸で行った,1
13408,母親のお葬式に喪服で行った,0
13409,ダイエット中のお母さんに甘いケーキをたくさん食べさせた,1
13410,ダイエット中のお母さんに糖質の少ないケーキを食べさせた,0
13411,人気ラーメン店の行列の中に割り込んだ,1
13412,人気ラーメン店の行列の後に並んだ,0
13413,亡くなった母の形見の品が見つかったので質屋で売った,1
13414,亡くなった母の形見の品が見つかったので大事に保管した,0
13415,テレビを見て爆笑している息子の口を塞いだ,1
13416,テレビを見て爆笑している息子と一緒に笑った,0
13417,ゴミを漁っているカラスがいたので弓矢で追っ払った,1
13418,ゴミを漁っているカラスがいたのでホウキで追っ払った,0
13419,マジックのネタが横から見えたので全部バラした,1
13420,マジックのネタが横から見えたので目を背けた,0
13421,おいしい焼肉が焼けたので息子にチョコレートをつけて食べさせた,1
13422,おいしい焼肉が焼けたので息子にタレをつけて食べさせた,0
13423,おやつが食べたい子供にお弁当を与えた,0
13424,おやつが食べたい子供にチョコレートを与えた,0
13425,大木に小鳥が止まっていたので銃で撃った,1
13426,大木に小鳥が止まっていたのでバードウォッチングをした,0
13427,演技が下手な役者がいたのでそのまま映画に出演させた,0
13428,演技が下手な役者がいたので練習させて映画に出演させた,0
13429,収集所のゴミをカラスがあさっていたので見ていた,1
13430,収集所のゴミをカラスがあさっていたので片付けた,0
13431,デパートで子供が迷子になっていたのでそのまま放置した,1
13432,デパートで子供が迷子になっていたので案内所に連れて行った,0
13433,クリーニングしたばかりの洋服をゴミ箱に捨てた,1
13434,クリーニングしたばかりの洋服をクローゼットに保管した,0
13435,寝にくそうにしていたので枕を取り上げた,0
13436,寝にくそうにしていたので別の枕を貸した,0
13437,息子が勉強しないので漫画を全部捨てた,1
13438,息子が勉強しないので漫画を全部保管した,0
13439,ゴルフ場で人をめがけて思いっきりドライバーを振った,1
13440,ゴルフ場でグリーンをめがけて思いっきりドライバーを振った,0
13441,彼女のクリスマスプレゼントにバーゲンのバックをプレゼントした,0
13442,彼女のクリスマスプレゼントに高級ブティックのバックをプレゼントした,0
13443,雪だるまを作っている子供がいたので雪を投げつけた,1
13444,雪だるまを作っている男がいたので一緒に作った,0
13445,子供がとんかつを食べたいと言うのでサラダを食べさせた,1
13446,子供がとんかつを食べたいと言うので肉厚のカツ丼を食べさせた,0
13447,車に雪が積もっていたので固めてあげた,1
13448,車に雪が積もっていたので除去してあげた,0
13449,寒い中自宅に戻り体が冷えていたので水風呂で温まった,1
13450,寒い中自宅に戻り体が冷えていたので熱いお風呂で温まった,0
13451,お客様からフルーツをいただいたので1人で食べた,0
13452,お客様からフルーツをいただいたのでみんなで分けた,0
13453,洋服に毛玉ができていたので包丁で切り取った,1
13454,洋服に毛玉ができていたので毛玉取りで切り取った,0
13455,急なカーブで危なかったので急ハンドルを切らせた,1
13456,急なカーブで危なかったのでゆっくり運転させた,0
13457,瞳の中の渇きを潤すため硫酸で洗った,1
13458,瞳の中の渇きを潤すため目薬で洗った,0
13459,友達のお茶に茶柱が立っていたので指で倒した,1
13460,友達のお茶に茶柱が立っていたので喜んだ,0
13461,釣ってきた魚を食べさせるために思いっきり塩を振った,0
13462,釣ってきた魚を食べさせるために軽く塩を振った,0
13463,とても興味があった映画を友人と2人で自宅で見た,0
13464,とても興味があった映画を友人と2人で映画館で見た,0
13465,坂道で重い荷物を持っているおばあさんを無視した,1
13466,坂道で重い荷物を持っているおばあさんを助けた,0
13467,長期休暇なので別荘に1人で遊びに行った,0
13468,長期休暇なので別荘に友人を誘って遊びに行った,0
13469,手っ取り早く焚き火をするのに枯葉に大量のガソリンを撒いた,1
13470,手っ取り早く焚き火をするのに枯葉に着火剤を撒いた,0
13471,お父さんがお腹を空かせていたので生焼けのハンバーグを出した,1
13472,お父さんがお腹を空かせていたのでよく焼けたハンバーグを出した,0
13473,パチンコがしたかったので車に子供を放置してパチンコに行った,1
13474,パチンコがしたかったので子供を預けてパチンコに行った,0
13475,野菜や果物が余っていたのでゴミ箱に捨てた,1
13476,野菜や果物が余っていたのでミックスジュースを作った,0
13477,健康診断の数値が悪かった人に塩辛いものを食べさせた,1
13478,健康診断の数値が悪かった人に薄味のものを食べさせた,0
13479,玄関のドアが取れかけていたので取ってそのまま捨てた,1
13480,玄関のドアが取れかけていたので修理をした,0
13481,他人のマスクが取れかかっていたので引っ張った,1
13482,他人のマスクが取れかかっていたので直してあげた,0
13483,資格を持っていなかったが簡単そうだったので機械を作動させた,1
13484,資格を持っていなかったので資格保持者に機械を作動させた,0
13485,スマートフォンの電池が少なかったのでハードな動画を撮影させた,1
13486,スマートフォンの電池が少なかったので充電してあげた,0
13487,宅配のピザが届いたのでタバスコをたくさんかけてあげた,1
13488,宅配のピザが届いたので取り分けてあげた,0
13489,泣きそうな顔をしながら友人と遊びに行った,1
13490,嬉しそうな顔をしながら友人と遊びに行った,0
13491,壊れた車を修理するために針と糸を用意した,1
13492,壊れた車を修理するために工具用品を用意した,0
13493,休日にリビングで主人が寝転んでいたので蹴った,1
13494,休日からリビングで主人が寝転んでいたのでお酒とおつまみを用意した,0
13495,暗いところでいじめられていた子供を見て一緒にいじめた,1
13496,暗いところでいじめられていた子供を見て助けてあげた,0
13497,遠方の友人の家まで自転車でいかせた,0
13498,遠方の友人の家まで電車でいかせた,0
13499,野球部に入部した子供にバスケットボールを買ってあげた,1
13500,野球部に入部した子供にバットとグローブを買ってあげた,0
13501,真冬の寒い中全員をプールに入らせた,1
13502,真冬の寒い中全員を温泉に入らせた,0
13503,くしゃみをしていたのでマスクをさせ寝かせた,0
13504,くしゃみをしていたので病院に連れて行った,0
13505,真冬の寒い中息子をパンツ1枚で送り出した,1
13506,真冬の寒い中息子を厚着させて送り出した,0
13507,電柱に鳥がいたので石を投げた,1
13508,電柱に鳥がいたので眺めた,0
13509,子供が朝全く起きないのでハンマーで叩いて起こした,1
13510,子供が朝全く起きないので手で叩いて起こした,1
13511,友人が建てた家の新築祝いに招かれたので家に火をつけた,1
13512,友人が建てた家の新築祝いに招かれたのでお祝いを持っていった,0
13513,雨が降ってきたので走って家に帰った,0
13514,雨が降ってきたので傘をさして家に帰った,0
13515,スーパーの安売り商品を全部買い占めた,0
13516,スーパーの安売り商品をみんなで買って分けた,0
13517,彼女のマスクが取れそうになっていたので引っ張ってみた,1
13518,彼女のマスクが取れそうになっていたので新しいものと取り替えた,0
13519,テーブルにある胡椒をうどんに全部かけた,0
13520,テーブルにある胡椒をうどんに適度にかけた,0
13521,使用して余った食材の袋を手錠で縛った,1
13522,使用して余った食材の袋を輪ゴムで縛った,0
13523,部屋がとても寒かったので冷房のスイッチを入れた,1
13524,部屋がとても寒かったので暖房のスイッチを入れた,0
13525,大事な主人の晩酌にインスタントのおつまみを用意した,0
13526,大事な主人の晩酌に豪華な食材のおつまみを用意した,0
13527,ケーキの中に犬のフンを入れて人に食べさせた,1
13528,ケーキの中にイチゴを入れて人に食べさせた,0
13529,足を怪我をしているたぬきを発見したのでそのまま持ち帰り鍋にした,1
13530,足を怪我をしているたぬきを発見したので自宅に連れて帰り治療した,0
13531,魚釣りに行ってたくさん釣れたので魚を全部ゴミ箱に捨てた,1
13532,魚釣りに行ってたくさん釣れたので魚をさばいて冷蔵庫に保管した,0
13533,お別れ会にゴミの入ったプレゼントを渡した,1
13534,お別れ会に素敵なものが入ったプレゼントを渡した,0
13535,山登りに行く息子にサンダルを用意した,1
13536,山登りに行く息子に登山用シューズを用意した,0
13537,パソコンを掃除するために濡れた雑巾を手渡した,1
13538,パソコンを掃除するために乾いた布を手渡した,0
13539,お客様が訪問してきたので水と残り物を用意した,1
13540,お客様が訪問してきたのでお茶とスイーツを用意した,0
13541,大学に進学したいと言うので学費を自分で払えと突き放した,0
13542,大学に進学したいと言うので学費を払ってやると促した,0
13543,息子がテレビを見ていたので音を消した,1
13544,息子がテレビを見ていたので音を適量にした,0
13545,外国人が道を聞いてきたので嘘を教えた,1
13546,外国人が道を聞いてきたので近道を教えた,0
13547,靴が汚れていたので大量の泥を用意した,1
13548,靴が汚れていたのできれいな布を用意した,0
13549,逃亡犯が逃げないように腕を輪ゴムで縛った,0
13550,逃亡犯が逃げないように腕を紐で縛った,0
13551,手作りで握ったおにぎりを汚い布で巻いた,1
13552,手作りで握ったおにぎりをお弁当箱に入れた,0
13553,街中で募金活動をしている人を見て素通りした,0
13554,街中で募金活動をしている人を見て全財産寄付した,0
13555,髪を短く切りたいと言ってきたので包丁を用意した,1
13556,髪を短く切りたいと言ってきたのでハサミを用意した,0
13557,家族で楽しみにしていたバーベキューをするため大量の残飯を用意した,1
13558,家族で楽しみにしていたバーベキューをするため新鮮な食材を用意した,0
13559,お風呂に入ると言うのでポットでお湯を沸かした,1
13560,お風呂に入ると言うので湯船にお湯を沸かした,0
13561,子供の誕生日プレゼントの箱の中にお化けのぬいぐるみを入れた,0
13562,子供の誕生日プレゼントの箱の中にかわいいぬいぐるみを入れた,0
13563,コーヒーを飲みたいと言うのでお酢を混ぜた,1
13564,コーヒーを飲みたいと言うのでミルクを混ぜた,0
13565,電化製品の説明書を読んでいる母を見て無視した,0
13566,電化製品の説明書を読んでいる母を見て教えてあげた,0
13567,魚の缶詰が食べたいと言うので包丁を用意した,1
13568,魚の缶詰が食べたいと言うので缶切りを用意した,0
13569,犬がリビングで走り回っていたので風呂場に閉じ込めた,1
13570,犬がリビングで走り回っていたので一緒に遊んだ,0
13571,太陽が眩しいと言ってきたので目潰しをした,1
13572,太陽が眩しいと言ってきたのでサングラスを貸した,0
13573,自宅で犬が震えていたので紙テープを巻いて温めた,1
13574,自宅で犬が震えていたので洋服を着せて温めた,0
13575,子供の鼻から鼻水が出ていたので汚い布で拭いた,1
13576,子供の鼻から鼻水が出ていたのでティッシュで拭いた,0
13577,運転中のドライバーの真横で爆睡してあげた,0
13578,運転中のドライバーの真横で話しかけてあげた,0
13579,大事な期末テストでお金を払い回答を見せてもらった,1
13580,大事な期末テストで勉強して自力で回答した,0
13581,子供の大事なシューズが汚れていたのでゴミに捨てた,1
13582,子供の大事なシューズが汚れていたので洗ってあげた,0
13583,商品を購入したレシートが邪魔だったので目の前にあった募金箱に入れた,1
13584,商品を購入したレシートが邪魔だったのでゴミ箱に捨てた,0
13585,外を見ると雨が降っていたがそのまま出かけさせた,0
13586,外を見ると雨が降っていたので傘を持たせた,0
13587,カップラーメンが食べたいと言ってきたので水を注いだ,1
13588,カップラーメンが食べたいと言ってきたのでお湯を注いだ,0
13589,テーブルの上が汚れていたので水で洗い流した,0
13590,テーブルの上が汚れていたのでキッチンタオルで拭いた,0
13591,庭の植物が弱り始めていたので水をあげなかった,1
13592,庭の植物が弱り始めていたので水をあげた,0
13593,就寝時に寒そうにしていたのでタオルケットを被せた,0
13594,就寝時に寒そうにしていたので毛布を被せた,0
13595,道路の横断歩道が見えにくくなっていたので足で全部消した,1
13596,道路の横断歩道が見えにくくなっていたので新しく書いた,0
13597,バス停の時刻表が見えにくくなっていたので消してあげた,1
13598,バス停の時刻表が見えにくくなっていたので書き直した,0
13599,日本酒を熱燗にしたものが出来上がったので手に注いであげた,1
13600,日本酒を熱燗にしたものが出来上がったのでおちょこに注いであげた,0
13601,川が汚れていたのでさらに泥水を流した,1
13602,川が汚れていたので網ですくって掃除をした,0
13603,冷凍した肉が大量に余っていたのでゴミ袋に捨てた,1
13604,冷凍した肉が大量に余っていたのでハンバーグにした,0
13605,今夜はお鍋だと言っていたのでインスタントを用意した,0
13606,今夜はお鍋だと言っていたので高級食材を用意した,0
13607,銀行の暗証番号を頭で記憶させた,0
13608,銀行の暗証番号をメモ紙にメモさせた,0
13609,靴下に穴が空いていたのでテープで補修した,0
13610,靴下に穴が開いていたので新しいものと取り替えた,0
13611,真冬の寒い中車内に子供を放置して買い物に出かけた,1
13612,真冬の寒い中車内の子供を連れて買い物に出かけた,0
13613,豚汁を長時間強火で煮込んだ,0
13614,豚汁を長時間弱火で煮込んだ,0
13615,お酒が全く飲めない人の口に大量の日本酒を流し込んだ,1
13616,お酒が全く飲めない人の口にオレンジジュースをいれてあげた,0
13617,友達をサウナに閉じ込めた,1
13618,友達と一緒にサウナに入った,0
13619,自動車事故の相手から全財産すべての慰謝料を巻き上げた,1
13620,自動車事故の相手から謝罪と少しの慰謝料をいただいた,0
13621,注文したビールをグラスに自分で注いだ,0
13622,注文したビールをグラスに注いであげた,0
13623,汗をかいて靴下が濡れていたのでコーラをかけて匂いをごまかした,1
13624,汗をかいて靴下が濡れていたので新しいものと取り替えた,0
13625,凍っているワイシャツを主人に着させた,1
13626,温かいワイシャツを主人に着させた,0
13627,トイレに行って手を洗った際に自分のシャツで拭いた,0
13628,トイレに行って手を洗った際にハンカチで拭いた,0
13629,賞味期限ギリギリの食材があったので子供に食べさせた,0
13630,賞味期限ギリギリの食材があったので自分で食べて確認した,0
13631,卓球でネットをめがけて思いっきりラケットを振った,0
13632,卓球で相手をめがけて思いっきりラケットを振った,0
13633,彼女が泊まりに行きたいと言ったのでラブホテルに行った,0
13634,彼女が泊まりに行きたいと言ったので高級ホテルに行った,0
13635,なくし物を探している人がいたのでなくしたものをさらに隠した,1
13636,なくし物を探している人がいたので探すのを手伝った,0
13637,プロ野球選手の投げた速球を素手でキャッチした,1
13638,プロ野球選手の投げた速球をグローブでキャッチした,0
13639,近所に無断駐車をしている車があったのでタイヤを全部パンクさせた,1
13640,近所に無断駐車をしている車があったのでレッカーで移動させた,0
13641,腕をすりむいたので傷口に泥を塗った,1
13642,腕をすりむいたので傷口に薬を塗った,0
13643,電車の中で電話が鳴ったので普通に大声で話をした,1
13644,電車の中で電話が鳴ったのでマナーモードにして出なかった,0
